Forward Packets,Forward Bytes,Delta Forward Packets,Delta Forward Bytes,Forward Instantaneous Packets per Second,Forward Average Packets per second,Forward Instantaneous Bytes per Second,Forward Average Bytes per second,Reverse Packets,Reverse Bytes,Delta Reverse Packets,Delta Reverse Bytes,DeltaReverse Instantaneous Packets per Second,Reverse Average Packets per second,Reverse Instantaneous Bytes per Second,Reverse Average Bytes per second,Traffic Type
569,55034,1,98,1,1.021543986,98,98.8043088,568,54936,1,98,1,1.019748654,98,98.62836625,ping
570,55132,1,98,1,1.021505376,98,98.80286738,568,54936,1,98,1,1.019748654,98,98.62836625,ping
570,55132,1,98,1,1.021505376,98,98.80286738,569,55034,1,98,1,1.019713262,98,98.62724014,ping
571,55230,1,98,1,1.021466905,98,98.80143113,569,55034,1,98,1,1.019713262,98,98.62724014,ping
571,55230,1,98,1,1.021466905,98,98.80143113,570,55132,1,98,1,1.019677996,98,98.62611807,ping
572,55328,1,98,1,1.021428571,98,98.8,570,55132,1,98,1,1.019677996,98,98.62611807,ping
572,55328,1,98,1,1.021428571,98,98.8,571,55230,1,98,1,1.019642857,98,98.625,ping
573,55426,1,98,1,1.021390374,98,98.79857398,571,55230,1,98,1,1.019642857,98,98.625,ping
573,55426,1,98,1,1.021390374,98,98.79857398,572,55328,1,98,1,1.019607843,98,98.62388592,ping
574,55524,1,98,1,1.021352313,98,98.79715302,572,55328,1,98,1,1.019607843,98,98.62388592,ping
574,55524,1,98,1,1.021352313,98,98.79715302,573,55426,1,98,1,1.019572954,98,98.6227758,ping
575,55622,1,98,1,1.021314387,98,98.79573712,573,55426,1,98,1,1.019572954,98,98.6227758,ping
575,55622,1,98,1,1.021314387,98,98.79573712,574,55524,1,98,1,1.019538188,98,98.62166963,ping
576,55720,1,98,1,1.021276596,98,98.79432624,574,55524,1,98,1,1.019538188,98,98.62166963,ping
576,55720,1,98,1,1.021276596,98,98.79432624,575,55622,1,98,1,1.019503546,98,98.62056738,ping
577,55818,1,98,1,1.021238938,98,98.79292035,575,55622,1,98,1,1.019503546,98,98.62056738,ping
577,55818,1,98,1,1.021238938,98,98.79292035,576,55720,1,98,1,1.019469027,98,98.61946903,ping
578,55916,1,98,1,1.021201413,98,98.79151943,576,55720,1,98,1,1.019469027,98,98.61946903,ping
578,55916,1,98,1,1.021201413,98,98.79151943,577,55818,1,98,1,1.019434629,98,98.61837456,ping
579,56014,1,98,1,1.021164021,98,98.79012346,577,55818,1,98,1,1.019434629,98,98.61837456,ping
579,56014,1,98,1,1.021164021,98,98.79012346,578,55916,1,98,1,1.019400353,98,98.61728395,ping
580,56112,1,98,1,1.021126761,98,98.78873239,578,55916,1,98,1,1.019400353,98,98.61728395,ping
580,56112,1,98,1,1.021126761,98,98.78873239,579,56014,1,98,1,1.019366197,98,98.61619718,ping
581,56210,1,98,1,1.021089631,98,98.78734622,579,56014,1,98,1,1.019366197,98,98.61619718,ping
581,56210,1,98,1,1.021089631,98,98.78734622,580,56112,1,98,1,1.019332162,98,98.61511424,ping
582,56308,1,98,1,1.021052632,98,98.78596491,580,56112,1,98,1,1.019332162,98,98.61511424,ping
582,56308,1,98,1,1.021052632,98,98.78596491,581,56210,1,98,1,1.019298246,98,98.61403509,ping
583,56406,1,98,1,1.021015762,98,98.78458844,581,56210,1,98,1,1.019298246,98,98.61403509,ping
583,56406,1,98,1,1.021015762,98,98.78458844,582,56308,1,98,1,1.019264448,98,98.61295972,ping
585,56546,2,140,2,1.022727273,140,98.85664336,582,56308,1,98,1,1.019264448,98,98.61295972,ping
585,56546,2,140,2,1.022727273,140,98.85664336,584,56448,2,140,2,1.020979021,140,98.68531469,ping
586,56644,1,98,1,1.022687609,98,98.85514834,584,56448,2,140,2,1.020979021,140,98.68531469,ping
586,56644,1,98,1,1.022687609,98,98.85514834,585,56546,1,98,1,1.020942408,98,98.68411867,ping
587,56742,1,98,1,1.022648084,98,98.85365854,585,56546,1,98,1,1.020942408,98,98.68411867,ping
587,56742,1,98,1,1.022648084,98,98.85365854,586,56644,1,98,1,1.020905923,98,98.68292683,ping
588,56840,1,98,1,1.022608696,98,98.85217391,586,56644,1,98,1,1.020905923,98,98.68292683,ping
588,56840,1,98,1,1.022608696,98,98.85217391,587,56742,1,98,1,1.020869565,98,98.68173913,ping
589,56938,1,98,1,1.022569444,98,98.85069444,587,56742,1,98,1,1.020869565,98,98.68173913,ping
589,56938,1,98,1,1.022569444,98,98.85069444,588,56840,1,98,1,1.020833333,98,98.68055556,ping
590,57036,1,98,1,1.022530329,98,98.8492201,588,56840,1,98,1,1.020833333,98,98.68055556,ping
590,57036,1,98,1,1.022530329,98,98.8492201,589,56938,1,98,1,1.020797227,98,98.67937608,ping
591,57134,1,98,1,1.022491349,98,98.84775087,589,56938,1,98,1,1.020797227,98,98.67937608,ping
591,57134,1,98,1,1.022491349,98,98.84775087,590,57036,1,98,1,1.020761246,98,98.67820069,ping
592,57232,1,98,1,1.022452504,98,98.8462867,590,57036,1,98,1,1.020761246,98,98.67820069,ping
592,57232,1,98,1,1.022452504,98,98.8462867,591,57134,1,98,1,1.020725389,98,98.67702936,ping
593,57330,1,98,1,1.022413793,98,98.84482759,591,57134,1,98,1,1.020725389,98,98.67702936,ping
593,57330,1,98,1,1.022413793,98,98.84482759,592,57232,1,98,1,1.020689655,98,98.67586207,ping
594,57428,1,98,1,1.022375215,98,98.84337349,592,57232,1,98,1,1.020689655,98,98.67586207,ping
594,57428,1,98,1,1.022375215,98,98.84337349,593,57330,1,98,1,1.020654045,98,98.6746988,ping
595,57526,1,98,1,1.02233677,98,98.8419244,593,57330,1,98,1,1.020654045,98,98.6746988,ping
595,57526,1,98,1,1.02233677,98,98.8419244,594,57428,1,98,1,1.020618557,98,98.67353952,ping
596,57624,1,98,1,1.022298456,98,98.84048027,594,57428,1,98,1,1.020618557,98,98.67353952,ping
596,57624,1,98,1,1.022298456,98,98.84048027,595,57526,1,98,1,1.02058319,98,98.67238422,ping
597,57722,1,98,1,1.022260274,98,98.8390411,595,57526,1,98,1,1.02058319,98,98.67238422,ping
597,57722,1,98,1,1.022260274,98,98.8390411,596,57624,1,98,1,1.020547945,98,98.67123288,ping
598,57820,1,98,1,1.022222222,98,98.83760684,596,57624,1,98,1,1.020547945,98,98.67123288,ping
598,57820,1,98,1,1.022222222,98,98.83760684,597,57722,1,98,1,1.020512821,98,98.67008547,ping
599,57918,1,98,1,1.0221843,98,98.83617747,597,57722,1,98,1,1.020512821,98,98.67008547,ping
599,57918,1,98,1,1.0221843,98,98.83617747,598,57820,1,98,1,1.020477816,98,98.66894198,ping
600,58016,1,98,1,1.022146508,98,98.83475298,598,57820,1,98,1,1.020477816,98,98.66894198,ping
600,58016,1,98,1,1.022146508,98,98.83475298,599,57918,1,98,1,1.02044293,98,98.66780239,ping
601,58114,1,98,1,1.022108844,98,98.83333333,599,57918,1,98,1,1.02044293,98,98.66780239,ping
601,58114,1,98,1,1.022108844,98,98.83333333,600,58016,1,98,1,1.020408163,98,98.66666667,ping
602,58212,1,98,1,1.022071307,98,98.83191851,600,58016,1,98,1,1.020408163,98,98.66666667,ping
602,58212,1,98,1,1.022071307,98,98.83191851,601,58114,1,98,1,1.020373514,98,98.6655348,ping
603,58310,1,98,1,1.022033898,98,98.83050847,601,58114,1,98,1,1.020373514,98,98.6655348,ping
603,58310,1,98,1,1.022033898,98,98.83050847,602,58212,1,98,1,1.020338983,98,98.66440678,ping
604,58408,1,98,1,1.021996616,98,98.82910321,602,58212,1,98,1,1.020338983,98,98.66440678,ping
604,58408,1,98,1,1.021996616,98,98.82910321,603,58310,1,98,1,1.020304569,98,98.66328257,ping
605,58506,1,98,1,1.021959459,98,98.8277027,603,58310,1,98,1,1.020304569,98,98.66328257,ping
605,58506,1,98,1,1.021959459,98,98.8277027,604,58408,1,98,1,1.02027027,98,98.66216216,ping
606,58604,1,98,1,1.021922428,98,98.82630691,604,58408,1,98,1,1.02027027,98,98.66216216,ping
606,58604,1,98,1,1.021922428,98,98.82630691,605,58506,1,98,1,1.020236088,98,98.66104553,ping
607,58702,1,98,1,1.021885522,98,98.82491582,605,58506,1,98,1,1.020236088,98,98.66104553,ping
607,58702,1,98,1,1.021885522,98,98.82491582,606,58604,1,98,1,1.02020202,98,98.65993266,ping
608,58800,1,98,1,1.02184874,98,98.82352941,606,58604,1,98,1,1.02020202,98,98.65993266,ping
608,58800,1,98,1,1.02184874,98,98.82352941,607,58702,1,98,1,1.020168067,98,98.65882353,ping
609,58898,1,98,1,1.021812081,98,98.82214765,607,58702,1,98,1,1.020168067,98,98.65882353,ping
609,58898,1,98,1,1.021812081,98,98.82214765,608,58800,1,98,1,1.020134228,98,98.65771812,ping
610,58996,1,98,1,1.021775544,98,98.82077052,608,58800,1,98,1,1.020134228,98,98.65771812,ping
610,58996,1,98,1,1.021775544,98,98.82077052,609,58898,1,98,1,1.020100503,98,98.65661642,ping
611,59094,1,98,1,1.02173913,98,98.81939799,609,58898,1,98,1,1.020100503,98,98.65661642,ping
611,59094,1,98,1,1.02173913,98,98.81939799,610,58996,1,98,1,1.02006689,98,98.65551839,ping
612,59192,1,98,1,1.021702838,98,98.81803005,610,58996,1,98,1,1.02006689,98,98.65551839,ping
612,59192,1,98,1,1.021702838,98,98.81803005,611,59094,1,98,1,1.020033389,98,98.65442404,ping
613,59290,1,98,1,1.021666667,98,98.81666667,611,59094,1,98,1,1.020033389,98,98.65442404,ping
613,59290,1,98,1,1.021666667,98,98.81666667,612,59192,1,98,1,1.02,98,98.65333333,ping
614,59388,1,98,1,1.021630616,98,98.81530782,612,59192,1,98,1,1.02,98,98.65333333,ping
614,59388,1,98,1,1.021630616,98,98.81530782,613,59290,1,98,1,1.019966722,98,98.65224626,ping
615,59486,1,98,1,1.021594684,98,98.81395349,613,59290,1,98,1,1.019966722,98,98.65224626,ping
615,59486,1,98,1,1.021594684,98,98.81395349,614,59388,1,98,1,1.019933555,98,98.65116279,ping
616,59584,1,98,1,1.021558872,98,98.81260365,614,59388,1,98,1,1.019933555,98,98.65116279,ping
616,59584,1,98,1,1.021558872,98,98.81260365,615,59486,1,98,1,1.019900498,98,98.65008292,ping
617,59682,1,98,1,1.021523179,98,98.81125828,615,59486,1,98,1,1.019900498,98,98.65008292,ping
617,59682,1,98,1,1.021523179,98,98.81125828,616,59584,1,98,1,1.01986755,98,98.64900662,ping
618,59780,1,98,1,1.021487603,98,98.80991736,616,59584,1,98,1,1.01986755,98,98.64900662,ping
618,59780,1,98,1,1.021487603,98,98.80991736,617,59682,1,98,1,1.019834711,98,98.64793388,ping
619,59878,1,98,1,1.021452145,98,98.80858086,617,59682,1,98,1,1.019834711,98,98.64793388,ping
619,59878,1,98,1,1.021452145,98,98.80858086,618,59780,1,98,1,1.01980198,98,98.64686469,ping
620,59976,1,98,1,1.021416804,98,98.80724876,618,59780,1,98,1,1.01980198,98,98.64686469,ping
620,59976,1,98,1,1.021416804,98,98.80724876,619,59878,1,98,1,1.019769358,98,98.64579901,ping
621,60074,1,98,1,1.021381579,98,98.80592105,619,59878,1,98,1,1.019769358,98,98.64579901,ping
621,60074,1,98,1,1.021381579,98,98.80592105,620,59976,1,98,1,1.019736842,98,98.64473684,ping
622,60172,1,98,1,1.02134647,98,98.8045977,620,59976,1,98,1,1.019736842,98,98.64473684,ping
622,60172,1,98,1,1.02134647,98,98.8045977,621,60074,1,98,1,1.019704434,98,98.64367816,ping
623,60270,1,98,1,1.021311475,98,98.80327869,621,60074,1,98,1,1.019704434,98,98.64367816,ping
623,60270,1,98,1,1.021311475,98,98.80327869,622,60172,1,98,1,1.019672131,98,98.64262295,ping
624,60368,1,98,1,1.021276596,98,98.80196399,622,60172,1,98,1,1.019672131,98,98.64262295,ping
624,60368,1,98,1,1.021276596,98,98.80196399,623,60270,1,98,1,1.019639935,98,98.64157119,ping
625,60466,1,98,1,1.02124183,98,98.80065359,623,60270,1,98,1,1.019639935,98,98.64157119,ping
625,60466,1,98,1,1.02124183,98,98.80065359,624,60368,1,98,1,1.019607843,98,98.64052288,ping
626,60564,1,98,1,1.021207178,98,98.79934747,624,60368,1,98,1,1.019607843,98,98.64052288,ping
626,60564,1,98,1,1.021207178,98,98.79934747,625,60466,1,98,1,1.019575856,98,98.63947798,ping
627,60662,1,98,1,1.021172638,98,98.7980456,625,60466,1,98,1,1.019575856,98,98.63947798,ping
627,60662,1,98,1,1.021172638,98,98.7980456,626,60564,1,98,1,1.019543974,98,98.63843648,ping
628,60760,1,98,1,1.021138211,98,98.79674797,626,60564,1,98,1,1.019543974,98,98.63843648,ping
628,60760,1,98,1,1.021138211,98,98.79674797,627,60662,1,98,1,1.019512195,98,98.63739837,ping
629,60858,1,98,1,1.021103896,98,98.79545455,627,60662,1,98,1,1.019512195,98,98.63739837,ping
629,60858,1,98,1,1.021103896,98,98.79545455,628,60760,1,98,1,1.019480519,98,98.63636364,ping
630,60956,1,98,1,1.021069692,98,98.79416532,628,60760,1,98,1,1.019480519,98,98.63636364,ping
630,60956,1,98,1,1.021069692,98,98.79416532,629,60858,1,98,1,1.019448947,98,98.63533225,ping
632,61096,2,140,2,1.022653722,140,98.86084142,629,60858,1,98,1,1.019448947,98,98.63533225,ping
632,61096,2,140,2,1.022653722,140,98.86084142,631,60998,2,140,2,1.021035599,140,98.70226537,ping
633,61194,1,98,1,1.022617124,98,98.85945073,631,60998,2,140,2,1.021035599,140,98.70226537,ping
633,61194,1,98,1,1.022617124,98,98.85945073,632,61096,1,98,1,1.021001616,98,98.70113086,ping
634,61292,1,98,1,1.022580645,98,98.85806452,632,61096,1,98,1,1.021001616,98,98.70113086,ping
634,61292,1,98,1,1.022580645,98,98.85806452,633,61194,1,98,1,1.020967742,98,98.7,ping
635,61390,1,98,1,1.022544283,98,98.85668277,633,61194,1,98,1,1.020967742,98,98.7,ping
635,61390,1,98,1,1.022544283,98,98.85668277,634,61292,1,98,1,1.020933977,98,98.69887279,ping
636,61488,1,98,1,1.022508039,98,98.85530547,634,61292,1,98,1,1.020933977,98,98.69887279,ping
636,61488,1,98,1,1.022508039,98,98.85530547,635,61390,1,98,1,1.020900322,98,98.6977492,ping
637,61586,1,98,1,1.02247191,98,98.85393258,635,61390,1,98,1,1.020900322,98,98.6977492,ping
637,61586,1,98,1,1.02247191,98,98.85393258,636,61488,1,98,1,1.020866774,98,98.69662921,ping
638,61684,1,98,1,1.022435897,98,98.8525641,636,61488,1,98,1,1.020866774,98,98.69662921,ping
638,61684,1,98,1,1.022435897,98,98.8525641,637,61586,1,98,1,1.020833333,98,98.69551282,ping
639,61782,1,98,1,1.0224,98,98.8512,637,61586,1,98,1,1.020833333,98,98.69551282,ping
639,61782,1,98,1,1.0224,98,98.8512,638,61684,1,98,1,1.0208,98,98.6944,ping
640,61880,1,98,1,1.022364217,98,98.84984026,638,61684,1,98,1,1.0208,98,98.6944,ping
640,61880,1,98,1,1.022364217,98,98.84984026,639,61782,1,98,1,1.020766773,98,98.69329073,ping
641,61978,1,98,1,1.022328549,98,98.84848485,639,61782,1,98,1,1.020766773,98,98.69329073,ping
641,61978,1,98,1,1.022328549,98,98.84848485,640,61880,1,98,1,1.020733652,98,98.69218501,ping
642,62076,1,98,1,1.022292994,98,98.84713376,640,61880,1,98,1,1.020733652,98,98.69218501,ping
642,62076,1,98,1,1.022292994,98,98.84713376,641,61978,1,98,1,1.020700637,98,98.6910828,ping
643,62174,1,98,1,1.022257552,98,98.84578696,641,61978,1,98,1,1.020700637,98,98.6910828,ping
643,62174,1,98,1,1.022257552,98,98.84578696,642,62076,1,98,1,1.020667727,98,98.6899841,ping
644,62272,1,98,1,1.022222222,98,98.84444444,642,62076,1,98,1,1.020667727,98,98.6899841,ping
644,62272,1,98,1,1.022222222,98,98.84444444,643,62174,1,98,1,1.020634921,98,98.68888889,ping
645,62370,1,98,1,1.022187005,98,98.84310618,643,62174,1,98,1,1.020634921,98,98.68888889,ping
645,62370,1,98,1,1.022187005,98,98.84310618,644,62272,1,98,1,1.020602219,98,98.68779715,ping
646,62468,1,98,1,1.022151899,98,98.84177215,644,62272,1,98,1,1.020602219,98,98.68779715,ping
646,62468,1,98,1,1.022151899,98,98.84177215,645,62370,1,98,1,1.02056962,98,98.68670886,ping
647,62566,1,98,1,1.022116904,98,98.84044234,645,62370,1,98,1,1.02056962,98,98.68670886,ping
647,62566,1,98,1,1.022116904,98,98.84044234,646,62468,1,98,1,1.020537125,98,98.68562401,ping
648,62664,1,98,1,1.022082019,98,98.83911672,646,62468,1,98,1,1.020537125,98,98.68562401,ping
648,62664,1,98,1,1.022082019,98,98.83911672,647,62566,1,98,1,1.020504732,98,98.68454259,ping
649,62762,1,98,1,1.022047244,98,98.83779528,647,62566,1,98,1,1.020504732,98,98.68454259,ping
649,62762,1,98,1,1.022047244,98,98.83779528,648,62664,1,98,1,1.020472441,98,98.68346457,ping
650,62860,1,98,1,1.022012579,98,98.83647799,648,62664,1,98,1,1.020472441,98,98.68346457,ping
650,62860,1,98,1,1.022012579,98,98.83647799,649,62762,1,98,1,1.020440252,98,98.68238994,ping
651,62958,1,98,1,1.021978022,98,98.83516484,649,62762,1,98,1,1.020440252,98,98.68238994,ping
651,62958,1,98,1,1.021978022,98,98.83516484,650,62860,1,98,1,1.020408163,98,98.68131868,ping
652,63056,1,98,1,1.021943574,98,98.8338558,650,62860,1,98,1,1.020408163,98,98.68131868,ping
652,63056,1,98,1,1.021943574,98,98.8338558,651,62958,1,98,1,1.020376176,98,98.68025078,ping
653,63154,1,98,1,1.021909233,98,98.83255086,651,62958,1,98,1,1.020376176,98,98.68025078,ping
653,63154,1,98,1,1.021909233,98,98.83255086,652,63056,1,98,1,1.020344288,98,98.67918623,ping
654,63252,1,98,1,1.021875,98,98.83125,652,63056,1,98,1,1.020344288,98,98.67918623,ping
654,63252,1,98,1,1.021875,98,98.83125,653,63154,1,98,1,1.0203125,98,98.678125,ping
655,63350,1,98,1,1.021840874,98,98.8299532,653,63154,1,98,1,1.0203125,98,98.678125,ping
655,63350,1,98,1,1.021840874,98,98.8299532,654,63252,1,98,1,1.020280811,98,98.67706708,ping
656,63448,1,98,1,1.021806854,98,98.82866044,654,63252,1,98,1,1.020280811,98,98.67706708,ping
656,63448,1,98,1,1.021806854,98,98.82866044,655,63350,1,98,1,1.020249221,98,98.67601246,ping
657,63546,1,98,1,1.021772939,98,98.8273717,655,63350,1,98,1,1.020249221,98,98.67601246,ping
657,63546,1,98,1,1.021772939,98,98.8273717,656,63448,1,98,1,1.020217729,98,98.67496112,ping
658,63644,1,98,1,1.02173913,98,98.82608696,656,63448,1,98,1,1.020217729,98,98.67496112,ping
658,63644,1,98,1,1.02173913,98,98.82608696,657,63546,1,98,1,1.020186335,98,98.67391304,ping
659,63742,1,98,1,1.021705426,98,98.8248062,657,63546,1,98,1,1.020186335,98,98.67391304,ping
659,63742,1,98,1,1.021705426,98,98.8248062,658,63644,1,98,1,1.020155039,98,98.67286822,ping
660,63840,1,98,1,1.021671827,98,98.82352941,658,63644,1,98,1,1.020155039,98,98.67286822,ping
660,63840,1,98,1,1.021671827,98,98.82352941,659,63742,1,98,1,1.020123839,98,98.67182663,ping
661,63938,1,98,1,1.021638331,98,98.82225657,659,63742,1,98,1,1.020123839,98,98.67182663,ping
661,63938,1,98,1,1.021638331,98,98.82225657,660,63840,1,98,1,1.020092736,98,98.67078825,ping
662,64036,1,98,1,1.021604938,98,98.82098765,660,63840,1,98,1,1.020092736,98,98.67078825,ping
662,64036,1,98,1,1.021604938,98,98.82098765,661,63938,1,98,1,1.020061728,98,98.66975309,ping
663,64134,1,98,1,1.021571649,98,98.81972265,661,63938,1,98,1,1.020061728,98,98.66975309,ping
663,64134,1,98,1,1.021571649,98,98.81972265,662,64036,1,98,1,1.020030817,98,98.66872111,ping
664,64232,1,98,1,1.021538462,98,98.81846154,662,64036,1,98,1,1.020030817,98,98.66872111,ping
664,64232,1,98,1,1.021538462,98,98.81846154,663,64134,1,98,1,1.02,98,98.66769231,ping
665,64330,1,98,1,1.021505376,98,98.8172043,663,64134,1,98,1,1.02,98,98.66769231,ping
665,64330,1,98,1,1.021505376,98,98.8172043,664,64232,1,98,1,1.019969278,98,98.66666667,ping
666,64428,1,98,1,1.021472393,98,98.81595092,664,64232,1,98,1,1.019969278,98,98.66666667,ping
666,64428,1,98,1,1.021472393,98,98.81595092,665,64330,1,98,1,1.01993865,98,98.66564417,ping
667,64526,1,98,1,1.02143951,98,98.81470138,665,64330,1,98,1,1.01993865,98,98.66564417,ping
667,64526,1,98,1,1.02143951,98,98.81470138,666,64428,1,98,1,1.019908116,98,98.66462481,ping
668,64624,1,98,1,1.021406728,98,98.81345566,666,64428,1,98,1,1.019908116,98,98.66462481,ping
668,64624,1,98,1,1.021406728,98,98.81345566,667,64526,1,98,1,1.019877676,98,98.66360856,ping
669,64722,1,98,1,1.021374046,98,98.81221374,667,64526,1,98,1,1.019877676,98,98.66360856,ping
669,64722,1,98,1,1.021374046,98,98.81221374,668,64624,1,98,1,1.019847328,98,98.66259542,ping
670,64820,1,98,1,1.021341463,98,98.81097561,668,64624,1,98,1,1.019847328,98,98.66259542,ping
670,64820,1,98,1,1.021341463,98,98.81097561,669,64722,1,98,1,1.019817073,98,98.66158537,ping
671,64918,1,98,1,1.02130898,98,98.80974125,669,64722,1,98,1,1.019817073,98,98.66158537,ping
671,64918,1,98,1,1.02130898,98,98.80974125,670,64820,1,98,1,1.01978691,98,98.66057839,ping
672,65016,1,98,1,1.021276596,98,98.80851064,670,64820,1,98,1,1.01978691,98,98.66057839,ping
672,65016,1,98,1,1.021276596,98,98.80851064,671,64918,1,98,1,1.019756839,98,98.65957447,ping
673,65114,1,98,1,1.02124431,98,98.80728376,671,64918,1,98,1,1.019756839,98,98.65957447,ping
673,65114,1,98,1,1.02124431,98,98.80728376,672,65016,1,98,1,1.019726859,98,98.6585736,ping
674,65212,1,98,1,1.021212121,98,98.80606061,672,65016,1,98,1,1.019726859,98,98.6585736,ping
674,65212,1,98,1,1.021212121,98,98.80606061,673,65114,1,98,1,1.01969697,98,98.65757576,ping
675,65310,1,98,1,1.02118003,98,98.80484115,673,65114,1,98,1,1.01969697,98,98.65757576,ping
675,65310,1,98,1,1.02118003,98,98.80484115,674,65212,1,98,1,1.019667171,98,98.65658094,ping
676,65408,1,98,1,1.021148036,98,98.80362538,674,65212,1,98,1,1.019667171,98,98.65658094,ping
676,65408,1,98,1,1.021148036,98,98.80362538,675,65310,1,98,1,1.019637462,98,98.65558912,ping
677,65506,1,98,1,1.021116139,98,98.80241327,675,65310,1,98,1,1.019637462,98,98.65558912,ping
677,65506,1,98,1,1.021116139,98,98.80241327,676,65408,1,98,1,1.019607843,98,98.6546003,ping
678,65604,1,98,1,1.021084337,98,98.80120482,676,65408,1,98,1,1.019607843,98,98.6546003,ping
678,65604,1,98,1,1.021084337,98,98.80120482,677,65506,1,98,1,1.019578313,98,98.65361446,ping
680,65744,2,140,2,1.022556391,140,98.86315789,677,65506,1,98,1,1.019578313,98,98.65361446,ping
680,65744,2,140,2,1.022556391,140,98.86315789,679,65646,2,140,2,1.021052632,140,98.71578947,ping
681,65842,1,98,1,1.022522523,98,98.86186186,679,65646,2,140,2,1.021052632,140,98.71578947,ping
681,65842,1,98,1,1.022522523,98,98.86186186,680,65744,1,98,1,1.021021021,98,98.71471471,ping
682,65940,1,98,1,1.022488756,98,98.86056972,680,65744,1,98,1,1.021021021,98,98.71471471,ping
682,65940,1,98,1,1.022488756,98,98.86056972,681,65842,1,98,1,1.020989505,98,98.71364318,ping
683,66038,1,98,1,1.02245509,98,98.85928144,681,65842,1,98,1,1.020989505,98,98.71364318,ping
683,66038,1,98,1,1.02245509,98,98.85928144,682,65940,1,98,1,1.020958084,98,98.71257485,ping
684,66136,1,98,1,1.022421525,98,98.85799701,682,65940,1,98,1,1.020958084,98,98.71257485,ping
684,66136,1,98,1,1.022421525,98,98.85799701,683,66038,1,98,1,1.020926756,98,98.71150972,ping
685,66234,1,98,1,1.02238806,98,98.85671642,683,66038,1,98,1,1.020926756,98,98.71150972,ping
685,66234,1,98,1,1.02238806,98,98.85671642,684,66136,1,98,1,1.020895522,98,98.71044776,ping
686,66332,1,98,1,1.022354694,98,98.85543964,684,66136,1,98,1,1.020895522,98,98.71044776,ping
686,66332,1,98,1,1.022354694,98,98.85543964,685,66234,1,98,1,1.020864382,98,98.70938897,ping
687,66430,1,98,1,1.022321429,98,98.85416667,685,66234,1,98,1,1.020864382,98,98.70938897,ping
687,66430,1,98,1,1.022321429,98,98.85416667,686,66332,1,98,1,1.020833333,98,98.70833333,ping
688,66528,1,98,1,1.022288262,98,98.85289747,686,66332,1,98,1,1.020833333,98,98.70833333,ping
688,66528,1,98,1,1.022288262,98,98.85289747,687,66430,1,98,1,1.020802377,98,98.70728083,ping
689,66626,1,98,1,1.022255193,98,98.85163205,687,66430,1,98,1,1.020802377,98,98.70728083,ping
689,66626,1,98,1,1.022255193,98,98.85163205,688,66528,1,98,1,1.020771513,98,98.70623145,ping
690,66724,1,98,1,1.022222222,98,98.85037037,688,66528,1,98,1,1.020771513,98,98.70623145,ping
690,66724,1,98,1,1.022222222,98,98.85037037,689,66626,1,98,1,1.020740741,98,98.70518519,ping
691,66822,1,98,1,1.022189349,98,98.84911243,689,66626,1,98,1,1.020740741,98,98.70518519,ping
691,66822,1,98,1,1.022189349,98,98.84911243,690,66724,1,98,1,1.020710059,98,98.70414201,ping
692,66920,1,98,1,1.022156573,98,98.8478582,690,66724,1,98,1,1.020710059,98,98.70414201,ping
692,66920,1,98,1,1.022156573,98,98.8478582,691,66822,1,98,1,1.020679468,98,98.70310192,ping
693,67018,1,98,1,1.022123894,98,98.84660767,691,66822,1,98,1,1.020679468,98,98.70310192,ping
693,67018,1,98,1,1.022123894,98,98.84660767,692,66920,1,98,1,1.020648968,98,98.7020649,ping
694,67116,1,98,1,1.022091311,98,98.84536082,692,66920,1,98,1,1.020648968,98,98.7020649,ping
694,67116,1,98,1,1.022091311,98,98.84536082,693,67018,1,98,1,1.020618557,98,98.70103093,ping
695,67214,1,98,1,1.022058824,98,98.84411765,693,67018,1,98,1,1.020618557,98,98.70103093,ping
695,67214,1,98,1,1.022058824,98,98.84411765,694,67116,1,98,1,1.020588235,98,98.7,ping
696,67312,1,98,1,1.022026432,98,98.84287812,694,67116,1,98,1,1.020588235,98,98.7,ping
696,67312,1,98,1,1.022026432,98,98.84287812,695,67214,1,98,1,1.020558003,98,98.6989721,ping
697,67410,1,98,1,1.021994135,98,98.84164223,695,67214,1,98,1,1.020558003,98,98.6989721,ping
697,67410,1,98,1,1.021994135,98,98.84164223,696,67312,1,98,1,1.020527859,98,98.69794721,ping
698,67508,1,98,1,1.021961933,98,98.84040996,696,67312,1,98,1,1.020527859,98,98.69794721,ping
698,67508,1,98,1,1.021961933,98,98.84040996,697,67410,1,98,1,1.020497804,98,98.69692533,ping
699,67606,1,98,1,1.021929825,98,98.83918129,697,67410,1,98,1,1.020497804,98,98.69692533,ping
699,67606,1,98,1,1.021929825,98,98.83918129,698,67508,1,98,1,1.020467836,98,98.69590643,ping
700,67704,1,98,1,1.02189781,98,98.8379562,698,67508,1,98,1,1.020467836,98,98.69590643,ping
700,67704,1,98,1,1.02189781,98,98.8379562,699,67606,1,98,1,1.020437956,98,98.69489051,ping
701,67802,1,98,1,1.021865889,98,98.83673469,699,67606,1,98,1,1.020437956,98,98.69489051,ping
701,67802,1,98,1,1.021865889,98,98.83673469,700,67704,1,98,1,1.020408163,98,98.69387755,ping
702,67900,1,98,1,1.021834061,98,98.83551674,700,67704,1,98,1,1.020408163,98,98.69387755,ping
702,67900,1,98,1,1.021834061,98,98.83551674,701,67802,1,98,1,1.020378457,98,98.69286754,ping
